Domain,Page,Visible words,FAQs,Audit result,File
"Engineering Reference Data","Stud Bolts and Threaded Rod Dimensions","2024","14","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/fasteners-and-hardware/bolting/stud-bolts-and-threaded-rod-dimensions/index.html"
"Engineering Reference Data","CHS Size, Mass and Property Table","2025","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/hollow-sections/circular-hollow-sections/chs-size-mass-and-property-table/index.html"
"Engineering Reference Data","Reinforcement Bar Diameter and Weight Table","2025","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/bars-and-rods/reinforcement-bars/reinforcement-bar-diameter-and-weight-table/index.html"
"Engineering Reference Data","RHS Size, Mass and Property Table","2025","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/hollow-sections/rectangular-hollow-sections/rhs-size-mass-and-property-table/index.html"
"Engineering Reference Data","SHS Size, Mass and Property Table","2025","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/hollow-sections/square-hollow-sections/shs-size-mass-and-property-table/index.html"
"Engineering Reference Data","Channel Size, Mass and Property Table","2028","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/rolled-sections/angles-and-channels/channel-size-mass-and-property-table/index.html"
"Engineering Reference Data","Column and Universal Beam Property Table","2028","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/rolled-sections/beams-and-columns/column-and-universal-beam-property-table/index.html"
"Engineering Reference Data","Copper, Brass and Bronze: Properties and Applications","2030","14","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-ferrous-metals/copper-alloys/copper-brass-and-bronze-properties-and-applications/index.html"
"Engineering Reference Data","Instrument Tube OD and Wall Thickness Table","2030","14","Baseline content depth achieved","engineering-reference-data/pipes-tubes-fittings-and-flanges/tubes/instrument-tubing/instrument-tube-od-and-wall-thickness-table/index.html"
"Engineering Reference Data","Austenitic, Ferritic and Martensitic Stainless Steel Grades","2031","14","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/ferrous-metals/stainless-steels/austenitic-ferritic-and-martensitic-stainless-steel-grades/index.html"
"Engineering Reference Data","Material Grade Cross-Reference Guide and Limitations","2031","14","Baseline content depth achieved","engineering-reference-data/material-properties-and-standards-directory/standards-directory/grade-cross-references/material-grade-cross-reference-guide-and-limitations/index.html"
"Engineering Reference Data","Round Bar Diameter and Weight Table","2031","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/bars-and-rods/round-and-square-bars/round-bar-diameter-and-weight-table/index.html"
"Engineering Reference Data","Square Bar Size and Weight Table","2031","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/bars-and-rods/round-and-square-bars/square-bar-size-and-weight-table/index.html"
"Engineering Reference Data","Elbow, Tee, Reducer and Cap Dimension Tables","2032","14","Baseline content depth achieved","engineering-reference-data/pipes-tubes-fittings-and-flanges/piping-components/fittings/elbow-tee-reducer-and-cap-dimension-tables/index.html"
"Engineering Reference Data","STD, XS and XXS Pipe Dimension Table","2033","14","Baseline content depth achieved","engineering-reference-data/pipes-tubes-fittings-and-flanges/pipes/special-pipe-classes/std-xs-and-xxs-pipe-dimension-table/index.html"
"Engineering Reference Data","Flat Bar Thickness, Width and Weight Table","2034","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/bars-and-rods/flat-bars/flat-bar-thickness-width-and-weight-table/index.html"
"Engineering Reference Data","NPS, DN and Pipe Outside Diameter Table","2034","14","Baseline content depth achieved","engineering-reference-data/pipes-tubes-fittings-and-flanges/pipes/nps-and-dn/nps-dn-and-pipe-outside-diameter-table/index.html"
"Engineering Reference Data","Refractory and Insulation Materials: Properties and Applications","2036","14","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-metallic-materials/refractories-and-insulation/refractory-and-insulation-materials-properties-and-applications/index.html"
"Engineering Reference Data","Spiral Wound, RTJ and Camprofile Gasket Guide","2038","14","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/gaskets-and-seals/metallic-gaskets/spiral-wound-rtj-and-camprofile-gasket-guide/index.html"
"Engineering Reference Data","Boiler Tube and Heat Exchanger Tube Dimensions","2039","14","Baseline content depth achieved","engineering-reference-data/pipes-tubes-fittings-and-flanges/tubes/boiler-and-heat-exchanger-tubes/boiler-tube-and-heat-exchanger-tube-dimensions/index.html"
"Engineering Reference Data","Carbon Steel Plate Thickness and Weight Table","2039","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/plates-and-sheets/carbon-steel-products/carbon-steel-plate-thickness-and-weight-table/index.html"
"Engineering Reference Data","Narrow and Wide Parallel Flange Beam Table","2039","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/rolled-sections/beams-and-columns/narrow-and-wide-parallel-flange-beam-table/index.html"
"Engineering Reference Data","Pipe Schedule, Wall Thickness and Inside Diameter Table","2039","14","Baseline content depth achieved","engineering-reference-data/pipes-tubes-fittings-and-flanges/pipes/pipe-schedules/pipe-schedule-wall-thickness-and-inside-diameter-table/index.html"
"Engineering Reference Data","Density, Thermal Conductivity and Thermal Expansion by Material","2040","14","Baseline content depth achieved","engineering-reference-data/material-properties-and-standards-directory/material-properties/physical-properties/density-thermal-conductivity-and-thermal-expansion-by-material/index.html"
"Engineering Reference Data","O-Rings, Mechanical Seals and Gland Packing Guide","2041","14","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/gaskets-and-seals/seals-and-packing/o-rings-mechanical-seals-and-gland-packing-guide/index.html"
"Engineering Reference Data","Flange Dimensions, Facing Types and Bolt Hole Tables","2042","14","Baseline content depth achieved","engineering-reference-data/pipes-tubes-fittings-and-flanges/piping-components/flanges/flange-dimensions-facing-types-and-bolt-hole-tables/index.html"
"Engineering Reference Data","Aluminium Plate and Sheet Thickness and Weight Table","2044","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/plates-and-sheets/aluminium-products/aluminium-plate-and-sheet-thickness-and-weight-table/index.html"
"Engineering Reference Data","Non-Asbestos, Rubber, PTFE and Graphite Gasket Guide","2044","14","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/gaskets-and-seals/sheet-and-soft-gaskets/non-asbestos-rubber-ptfe-and-graphite-gasket-guide/index.html"
"Engineering Reference Data","Carbon Steel Grades: Properties and Typical Applications","2046","14","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/ferrous-metals/carbon-steels-structural-and-plate-steels/carbon-steel-grades-properties-and-typical-applications/index.html"
"Engineering Reference Data","Carbon Steel Pipe Grades: Properties and Typical Applications","2046","14","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/ferrous-metals/carbon-steels-piping-steels/carbon-steel-pipe-grades-properties-and-typical-applications/index.html"
"Engineering Reference Data","Carbon Steel Sheet Thickness, Gauge and Weight Table","2047","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/plates-and-sheets/carbon-steel-products/carbon-steel-sheet-thickness-gauge-and-weight-table/index.html"
"Engineering Reference Data","Anchor Bolts, U-Bolts, Clamps and Pipe Support Hardware","2048","14","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/fasteners-and-hardware/anchoring-and-supports/anchor-bolts-u-bolts-clamps-and-pipe-support-hardware/index.html"
"Engineering Reference Data","Alloy Steel Grades for High Temperature and Pressure Service","2049","14","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/ferrous-metals/alloy-steels/alloy-steel-grades-for-high-temperature-and-pressure-service/index.html"
"Engineering Reference Data","Welding Electrodes, Wire and Filler Metal Reference Guide","2049","14","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/welding-consumables/electrodes-and-filler-metals/welding-electrodes-wire-and-filler-metal-reference-guide/index.html"
"Engineering Reference Data","Yield Strength, Tensile Strength, Elongation and Hardness by Grade","2049","14","Baseline content depth achieved","engineering-reference-data/material-properties-and-standards-directory/material-properties/mechanical-properties/yield-strength-tensile-strength-elongation-and-hardness-by-grade/index.html"
"Engineering Reference Data","Equal and Unequal Angle Size, Mass and Property Table","2052","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/rolled-sections/angles-and-channels/equal-and-unequal-angle-size-mass-and-property-table/index.html"
"Engineering Reference Data","PTFE, HDPE, PP, PVC and Rubber: Properties and Applications","2052","14","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-metallic-materials/polymers-and-linings/ptfe-hdpe-pp-pvc-and-rubber-properties-and-applications/index.html"
"Engineering Reference Data","Pins, Rivets, Keys, Grating Clips and Cable Tray Hardware","2054","14","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/fasteners-and-hardware/general-hardware/pins-rivets-keys-grating-clips-and-cable-tray-hardware/index.html"
"Engineering Reference Data","Stainless Steel Plate and Sheet Thickness and Weight Table","2056","14","Baseline content depth achieved","engineering-reference-data/plates-sheets-bars-rods-and-wire/plates-and-sheets/stainless-steel-products/stainless-steel-plate-and-sheet-thickness-and-weight-table/index.html"
"Engineering Reference Data","Area, Moment of Inertia, Radius of Gyration and Section Modulus","2061","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/rolled-sections/section-properties/area-moment-of-inertia-radius-of-gyration-and-section-modulus/index.html"
"Engineering Reference Data","I Beam and H Beam Size, Mass and Property Table","2064","14","Baseline content depth achieved","engineering-reference-data/rolled-sections-and-hollow-sections/rolled-sections/beams-and-columns/i-beam-and-h-beam-size-mass-and-property-table/index.html"
"Engineering Reference Data","IS, ASTM, ASME, EN, DIN, JIS and ISO Material Standards Directory","2068","14","Baseline content depth achieved","engineering-reference-data/material-properties-and-standards-directory/standards-directory/material-standards/is-astm-asme-en-din-jis-and-iso-material-standards-directory/index.html"
"Engineering Reference Data","Copper and Copper Alloys: Properties and Applications","2459","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-ferrous-metals/copper-and-copper-alloys-properties-and-applications/index.html"
"Engineering Reference Data","Aluminium Alloys: Properties and Industrial Applications","2478","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-ferrous-metals/aluminium-alloys-properties-and-industrial-applications/index.html"
"Engineering Reference Data","Galvanized Steel and Zinc Coatings","2488","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/ferrous-metals/galvanized-steel-and-zinc-coatings/index.html"
"Engineering Reference Data","Corrosion Mechanisms and Material Selection","2512","8","Baseline content depth achieved","engineering-reference-data/material-properties-and-standards-directory/material-properties/corrosion-mechanisms-and-material-selection/index.html"
"Engineering Reference Data","Protective Coatings and Surface Preparation","2514","8","Baseline content depth achieved","engineering-reference-data/material-properties-and-standards-directory/material-properties/protective-coatings-and-surface-preparation/index.html"
"Engineering Reference Data","Refractory Materials and Furnace Linings","2516","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-metallic-materials/refractory-materials-and-furnace-linings/index.html"
"Engineering Reference Data","Engineering Polymers: Selection and Service Limits","2517","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-metallic-materials/engineering-polymers-selection-and-service-limits/index.html"
"Engineering Reference Data","Welding Consumables: Electrodes, Filler Metals and Fluxes","2528","8","Baseline content depth achieved","engineering-reference-data/gaskets-fasteners-hardware-and-welding-consumables/welding-consumables/welding-consumables-electrodes-filler-metals-and-fluxes/index.html"
"Engineering Reference Data","Fibre-Reinforced Plastic: Properties and Industrial Applications","2540","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/non-metallic-materials/fibre-reinforced-plastic-properties-and-industrial-applications/index.html"
"Engineering Reference Data","Stainless Steel: Grades, Corrosion Resistance and Selection","2547","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/ferrous-metals/stainless-steel-grades-corrosion-resistance-and-selection/index.html"
"Engineering Reference Data","Material Test Certificates and Heat Traceability","2640","8","Baseline content depth achieved","engineering-reference-data/materials-and-materials-of-construction/ferrous-metals/material-test-certificates-and-heat-traceability/index.html"
"Industrial Equipment","Apron Feeder","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/feeders/mechanical-feeders/apron-feeder/index.html"
"Industrial Equipment","Butterfly Damper","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/dampers/control-dampers/butterfly-damper/index.html"
"Industrial Equipment","Guillotine Damper","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/dampers/isolation-dampers/guillotine-damper/index.html"
"Industrial Equipment","Louver Damper","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/dampers/control-dampers/louver-damper/index.html"
"Industrial Equipment","Rotary Feeder","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/feeders/mechanical-feeders/rotary-feeder/index.html"
"Industrial Equipment","Screw Feeder","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/feeders/mechanical-feeders/screw-feeder/index.html"
"Industrial Equipment","Table Feeder","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/feeders/controlled-feeders/table-feeder/index.html"
"Industrial Equipment","Vibratory Feeder","2055","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/feeders/controlled-feeders/vibratory-feeder/index.html"
"Industrial Equipment","Belt Feeder","2060","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/feeders/mechanical-feeders/belt-feeder/index.html"
"Industrial Equipment","Switchgear Components","2060","14","Baseline content depth achieved","industrial-equipment/electrical-and-instrumentation-equipment/switchgear-circuit-breakers-breaker-relay-and-panel-switchgear-components/index.html"
"Industrial Equipment","Transformer Components","2060","14","Baseline content depth achieved","industrial-equipment/electrical-and-instrumentation-equipment/transformers-power-transformers-core-windings-and-bushings-transformer-components/index.html"
"Industrial Equipment","Clarifier Components","2062","14","Baseline content depth achieved","industrial-equipment/water-and-wastewater-equipment/clarifiers-circular-clarifier-bridge-scraper-and-drive-clarifier-components/index.html"
"Industrial Equipment","ESP Components","2069","14","Baseline content depth achieved","industrial-equipment/air-pollution-control-equipment/electrostatic-precipitators-esp-fields-electrodes-rappers-and-tr-sets-esp-components/index.html"
"Industrial Equipment","Bin Activator","2070","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/flow-aids/mechanical-flow-aids/bin-activator/index.html"
"Industrial Equipment","Multi-Louver Isolation Damper","2071","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/dampers/isolation-dampers/multi-louver-isolation-damper/index.html"
"Industrial Equipment","Guillotine Gate","2073","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/gates-and-diverters/isolation-gates/guillotine-gate/index.html"
"Industrial Equipment","Rod Gate","2073","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/gates-and-diverters/isolation-gates/rod-gate/index.html"
"Industrial Equipment","Slide Gate","2074","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/gates-and-diverters/isolation-gates/slide-gate/index.html"
"Industrial Equipment","Induction Motor Components","2075","14","Baseline content depth achieved","industrial-equipment/electrical-and-instrumentation-equipment/motors-induction-motors-stator-rotor-and-bearings-induction-motor-components/index.html"
"Industrial Equipment","Industrial Platform Components","2081","14","Baseline content depth achieved","industrial-equipment/structural-steel-supports-and-access-equipment/steel-platforms-access-platforms-grating-handrail-and-toe-plate-industrial-platform-components/index.html"
"Industrial Equipment","Pipe Support Components","2081","14","Baseline content depth achieved","industrial-equipment/structural-steel-supports-and-access-equipment/pipe-supports-rigid-supports-shoe-guide-and-anchor-pipe-support-components/index.html"
"Industrial Equipment","Bag Filter Components","2084","14","Baseline content depth achieved","industrial-equipment/air-pollution-control-equipment/bag-filters-baghouse-sections-filter-bags-cages-pulse-valves-and-hopper-bag-filter-components/index.html"
"Industrial Equipment","Cyclone Separator Components","2084","14","Baseline content depth achieved","industrial-equipment/air-pollution-control-equipment/cyclone-separators-cyclone-body-inlet-vortex-finder-and-hopper-cyclone-separator-components/index.html"
"Industrial Equipment","Duct Support Components","2084","14","Baseline content depth achieved","industrial-equipment/structural-steel-supports-and-access-equipment/duct-supports-duct-support-frames-hangers-clamps-and-bracing-duct-support-components/index.html"
"Industrial Equipment","Wet Scrubber Components","2084","14","Baseline content depth achieved","industrial-equipment/air-pollution-control-equipment/wet-scrubbers-scrubber-system-spray-nozzles-packing-and-mist-eliminator-wet-scrubber-components/index.html"
"Industrial Equipment","Filter Press Components","2085","14","Baseline content depth achieved","industrial-equipment/water-and-wastewater-equipment/sludge-systems-filter-press-plates-cloth-and-hydraulic-unit-filter-press-components/index.html"
"Industrial Equipment","RO System Components","2088","14","Baseline content depth achieved","industrial-equipment/water-and-wastewater-equipment/ro-systems-reverse-osmosis-unit-membrane-pressure-vessel-and-high-pressure-pump-ro-system-components/index.html"
"Industrial Equipment","Knife Gate Valve","2089","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/gates-and-diverters/isolation-gates/knife-gate-valve/index.html"
"Industrial Equipment","Three-Way Diverter Gate","2089","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/gates-and-diverters/diversion-gates/three-way-diverter-gate/index.html"
"Industrial Equipment","Two-Way Diverter Gate","2089","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/gates-and-diverters/diversion-gates/two-way-diverter-gate/index.html"
"Industrial Equipment","Pressure Sand Filter Components","2095","14","Baseline content depth achieved","industrial-equipment/water-and-wastewater-equipment/filters-pressure-sand-filter-vessel-media-and-valves-pressure-sand-filter-components/index.html"
"Industrial Equipment","Flow Measurement Instrument Components","2101","14","Baseline content depth achieved","industrial-equipment/electrical-and-instrumentation-equipment/field-instruments-flow-instruments-primary-element-transmitter-and-indicator-flow-measurement-instrument-components/index.html"
"Industrial Equipment","Industrial Vibrator and Knocker","2102","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/flow-aids/mechanical-flow-aids/industrial-vibrator-and-knocker/index.html"
"Industrial Equipment","Weigh Feeder and Loss-in-Weight Feeder","2103","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/feeders/controlled-feeders/weigh-feeder-and-loss-in-weight-feeder/index.html"
"Industrial Equipment","Industrial Ladder and Stair Components","2116","14","Baseline content depth achieved","industrial-equipment/structural-steel-supports-and-access-equipment/access-equipment-ladders-and-stairs-ladder-cage-stringer-and-handrail-industrial-ladder-and-stair-components/index.html"
"Industrial Equipment","Air Cannon and Air Blaster","2119","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/flow-aids/pneumatic-flow-aids/air-cannon-and-air-blaster/index.html"
"Industrial Equipment","Air Pad and Hopper Aeration System","2134","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/flow-aids/pneumatic-flow-aids/air-pad-and-hopper-aeration-system/index.html"
"Industrial Equipment","Tipping Valve and Flap Valve","2136","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/airlocks-and-discharge-valves/flap-equipment/tipping-valve-and-flap-valve/index.html"
"Industrial Equipment","Double Flap Valve and Double Dump Valve","2168","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/airlocks-and-discharge-valves/flap-equipment/double-flap-valve-and-double-dump-valve/index.html"
"Industrial Equipment","Rotary Air Valve and Rotary Airlock Valve (RAV)","2183","14","Baseline content depth achieved","industrial-equipment/feeders-gates-valves-dampers-and-airlocks/airlocks-and-discharge-valves/rotary-equipment/rotary-air-valve-and-rotary-airlock-valve-rav/index.html"
"Industrial Equipment","Reclaimer","2256","14","Baseline content depth achieved","industrial-equipment/conveying-systems/belt-conveyors/yard-equipment/reclaimer/index.html"
"Industrial Equipment","Stacker","2256","14","Baseline content depth achieved","industrial-equipment/conveying-systems/belt-conveyors/yard-equipment/stacker/index.html"
"Industrial Equipment","Centrifugal Pump Components","2273","14","Baseline content depth achieved","industrial-equipment/pumps-fans-blowers-and-compressors/pumps-centrifugal-pump-pump-casing-impeller-and-seal-centrifugal-pump-components/index.html"
"Industrial Equipment","Cooling Tower Components","2283","14","Baseline content depth achieved","industrial-equipment/heat-exchangers-cooling-systems-and-vessels/cooling-systems-cooling-towers-fill-nozzles-fan-and-drift-eliminator-cooling-tower-components/index.html"
"Industrial Equipment","Tubular Screw Conveyor","2284","14","Baseline content depth achieved","industrial-equipment/conveying-systems/screw-conveyors/standard-screw-conveyors/tubular-screw-conveyor/index.html"
"Industrial Equipment","Twin Screw Conveyor","2284","14","Baseline content depth achieved","industrial-equipment/conveying-systems/screw-conveyors/special-screw-conveyors/twin-screw-conveyor/index.html"
"Industrial Equipment","U-Trough Screw Conveyor","2284","14","Baseline content depth achieved","industrial-equipment/conveying-systems/screw-conveyors/standard-screw-conveyors/u-trough-screw-conveyor/index.html"
"Industrial Equipment","Industrial Centrifugal Fan Components","2288","14","Baseline content depth achieved","industrial-equipment/pumps-fans-blowers-and-compressors/fans-centrifugal-fan-impeller-casing-and-inlet-box-industrial-centrifugal-fan-components/index.html"
"Industrial Equipment","Continuous Bucket Elevator","2289","14","Baseline content depth achieved","industrial-equipment/conveying-systems/other-conveyors/vertical-conveying/continuous-bucket-elevator/index.html"
"Industrial Equipment","Industrial Air Compressor Components","2289","14","Baseline content depth achieved","industrial-equipment/pumps-fans-blowers-and-compressors/compressors-air-compressor-compression-stages-and-accessories-industrial-air-compressor-components/index.html"
"Industrial Equipment","Roots Blower Working Principle","2289","14","Baseline content depth achieved","industrial-equipment/pumps-fans-blowers-and-compressors/blowers-roots-blower-lobes-and-casing-roots-blower-working-principle/index.html"
"Industrial Equipment","Vibratory Trough Conveyor","2289","14","Baseline content depth achieved","industrial-equipment/conveying-systems/other-conveyors/vibratory-conveying/vibratory-trough-conveyor/index.html"
"Industrial Equipment","Pressure Vessel Components","2290","14","Baseline content depth achieved","industrial-equipment/heat-exchangers-cooling-systems-and-vessels/pressure-vessels-vertical-vessels-shell-heads-nozzles-and-supports-pressure-vessel-components/index.html"
"Industrial Equipment","Flat Belt Conveyor","2291","14","Baseline content depth achieved","industrial-equipment/conveying-systems/belt-conveyors/standard-belt-conveyors/flat-belt-conveyor/index.html"
"Industrial Equipment","Flight Conveyor","2291","14","Baseline content depth achieved","industrial-equipment/conveying-systems/chain-and-drag-conveyors/drag-conveyors/flight-conveyor/index.html"
"Industrial Equipment","Pipe Belt Conveyor","2291","14","Baseline content depth achieved","industrial-equipment/conveying-systems/belt-conveyors/special-belt-conveyors/pipe-belt-conveyor/index.html"
"Industrial Equipment","Troughed Belt Conveyor","2291","14","Baseline content depth achieved","industrial-equipment/conveying-systems/belt-conveyors/standard-belt-conveyors/troughed-belt-conveyor/index.html"
"Industrial Equipment","Storage Tank Components","2293","14","Baseline content depth achieved","industrial-equipment/heat-exchangers-cooling-systems-and-vessels/storage-tanks-atmospheric-storage-tanks-roof-shell-bottom-and-appurtenances-storage-tank-components/index.html"
"Industrial Equipment","Pressure Conveying System","2300","14","Baseline content depth achieved","industrial-equipment/conveying-systems/pneumatic-conveying-systems/dilute-phase-conveying/pressure-conveying-system/index.html"
"Industrial Equipment","Submerged Scraper Conveyor","2300","14","Baseline content depth achieved","industrial-equipment/conveying-systems/chain-and-drag-conveyors/heavy-duty-conveyors/submerged-scraper-conveyor/index.html"
"Industrial Equipment","Vacuum Conveying System","2300","14","Baseline content depth achieved","industrial-equipment/conveying-systems/pneumatic-conveying-systems/dilute-phase-conveying/vacuum-conveying-system/index.html"
"Industrial Equipment","Shell-and-Tube Heat Exchanger Components","2301","14","Baseline content depth achieved","industrial-equipment/heat-exchangers-cooling-systems-and-vessels/heat-exchangers-shell-and-tube-heat-exchangers-shell-tube-bundle-and-channel-shell-and-tube-heat-exchanger-components/index.html"
"Industrial Equipment","Centrifugal Discharge Bucket Elevator","2304","14","Baseline content depth achieved","industrial-equipment/conveying-systems/other-conveyors/vertical-conveying/centrifugal-discharge-bucket-elevator/index.html"
"Industrial Equipment","Forced Draft Fan","2305","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-auxiliary-equipment/draft-system/forced-draft-fan/index.html"
"Industrial Equipment","Induced Draft Fan","2305","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-auxiliary-equipment/draft-system/induced-draft-fan/index.html"
"Industrial Equipment","Primary Air Fan","2305","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-auxiliary-equipment/draft-system/primary-air-fan/index.html"
"Industrial Equipment","Boiler Blowdown System","2306","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-auxiliary-equipment/water-and-steam-accessories/boiler-blowdown-system/index.html"
"Industrial Equipment","Boiler Feedwater System","2306","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-auxiliary-equipment/water-and-steam-accessories/boiler-feedwater-system/index.html"
"Industrial Equipment","Coal Mills and Pulverizers","2306","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/combustion-equipment/fuel-preparation/coal-mills-and-pulverizers/index.html"
"Industrial Equipment","Headers and Downcomers","2308","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-pressure-parts/water-and-steam-circuit/headers-and-downcomers/index.html"
"Industrial Equipment","Slat and Pallet Conveyor","2308","14","Baseline content depth achieved","industrial-equipment/conveying-systems/other-conveyors/unit-load-conveying/slat-and-pallet-conveyor/index.html"
"Industrial Equipment","Superheaters and Reheaters","2308","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-pressure-parts/water-and-steam-circuit/superheaters-and-reheaters/index.html"
"Industrial Equipment","Bottom Ash Handling System","2316","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-exit-systems/ash-systems/bottom-ash-handling-system/index.html"
"Industrial Equipment","Fly Ash Handling System","2316","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-exit-systems/ash-systems/fly-ash-handling-system/index.html"
"Industrial Equipment","Inclined and Vertical Screw Conveyor","2316","14","Baseline content depth achieved","industrial-equipment/conveying-systems/screw-conveyors/special-screw-conveyors/inclined-and-vertical-screw-conveyor/index.html"
"Industrial Equipment","Economizer: Function and Components","2318","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/boiler-pressure-parts/heat-recovery/economizer-function-and-components/index.html"
"Industrial Equipment","En-Masse and Redler Conveyor","2321","14","Baseline content depth achieved","industrial-equipment/conveying-systems/chain-and-drag-conveyors/drag-conveyors/en-masse-and-redler-conveyor/index.html"
"Industrial Equipment","Boiler Furnace and Combustion Chamber","2322","14","Baseline content depth achieved","industrial-equipment/boilers-steam-and-combustion-equipment/combustion-equipment/furnace-system/boiler-furnace-and-combustion-chamber/index.html"
"Industrial Equipment","Apron and Pan Conveyor","2323","14","Baseline content depth achieved","industrial-equipment/conveying-systems/chain-and-drag-conveyors/heavy-duty-conveyors/apron-and-pan-conveyor/index.html"
